,Country,Date,Year,Type,Area,Location,Activity,Sex ,Age,Injury,Fatal_Y_N,Month
1346,USA,8/19/2007,2007,Unprovoked,South Carolina,"Lakewood Campground, Grand Strand, Horry County",Playing,M,7,Right calf bitten,N,8
1347,USA,8/15/2007,2007,Unprovoked,Florida,Sarasota Bay,Floating near boat & observing bioluminesce,M,20,Puncture wounds to torso,N,8
1348,USA,8/12/2007,2007,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,F,15,"Minor injury, small lacerations to right foot",N,8
1349,USA,8/11/2007,2007,Unprovoked,Florida,"Ponce Inlet,  New Smyrna Beach, Volusia County",Walking out of the water after surfing,M,19,"Minor injury, lacerations to left ankle & foot ",N,8
1350,USA,8/9/2007,2007,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Swimming,M,30,Lacerations to right foot,N,8
1351,USA,8/9/2007,2007,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Boogie Boarding,M,9,Lacerations to lower leg & ankle,N,8
1352,USA,8/7/2007,2007,Unprovoked,Florida,"Islamorada, Monroe County",Jumped into the water,F,19,Lacerations to arm,N,8
1353,USA,7/29/2007,2007,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,51,Minor injury to shoulder,N,7
1354,USA,7/28/2007,2007,Unprovoked,California,"Imperial Beach, San Diego County",Surfing,M,20,"No injury, shark bit surfboard",N,7
1355,USA,7/22/2007,2007,Unprovoked,California,"Malibu, Los Angeles County",Surf paddling,M,0,"No injury, surfboard bumped by shark for 20 minutes",N,7
1357,USA,19-Jul-2007.b,2007,Unprovoked,Hawaii,"Bellows Beach near Wailea Point, O’ahu",Snorkeling,M,36,Left calf severely bitten,N,7
1358,AUSTRALIA,19-Jul-2007.a,2007,Unprovoked,Territory of Cocos (Keeling) Islands,Direction Island,Wading,M,15,Calf bitten,N,7
1359,USA,7/18/2007,2007,Unprovoked,North Carolina,"North Topsail Beach, Onslow  County",Swimming,M,14,Right calf bitten,N,7
1362,USA,7/17/2007,2007,Unprovoked,North Carolina,"Atlantic Beach, Carteret County",Wading,F,30,Lacerations to right thigh & left foot,N,7
1363,BAHAMAS,7/10/2007,2007,Unprovoked,Abaco Islands,Allan-Pensacola Cay,Spearfishing,F,48,"Lacerations to thumb, ring and pinky fingers of right hand ",N,7
1364,USA,7/5/2007,2007,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,18,Right foot bitten,N,7
1365,REUNION,7/4/2007,2007,Unprovoked,other,Boucan Canot,Body boarding,M,17,Minor injuries to thigh & knee ,N,7
1368,USA,6/30/2007,2007,Unprovoked,California,"Will Rogers State Beach, Los Angeles County",Swimming,F,0,Hand bitten,N,6
1369,USA,6/25/2007,2007,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,20,6 to 8 puncture wounds to right hand,N,6
1370,USA,6/24/2007,2007,Unprovoked,Hawaii,"Silva's Channel, Mokuleia, O'ahu",Surfing,M,0,"No injury, board damaged",N,6
1372,USA,6/12/2007,2007,Unprovoked,Florida,"Turtle Beach, Siesta Key, Sarasota County",Swimming,F,0,Right foot bitten,N,6
1373,AUSTRALIA,6/5/2007,2007,Unprovoked,New South Wales,"Shelly Beach, Crescent Head",Surfing,M,0,Lacerations to leg & ankle,N,6
1374,USA,5/26/2007,2007,Unprovoked,South Carolina,Garden City,Wading,F,0,Lacerations to lower leg,N,5
1377,AUSTRALIA,5/16/2007,2007,Unprovoked,Western Australia,"Warra Beach, Coral Bay",Wading,F,38,Left heel & calf bitten,N,5
1378,AUSTRALIA,5/12/2007,2007,Unprovoked,Victoria,Warrnambool,Surfing,M,19,"No injury, shark's fin caught his leg",N,5
1379,USA,5/10/2007,2007,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,21,Knee bitten,N,5
1380,SEYCHELLES,Reported 09-May-2007,2007,Unprovoked,Bird Island,other,Snorkeling,M,0,No injury,N,5
1382,USA,5/7/2007,2007,Unprovoked,Hawaii,"Keawakapu Beach, Maui",Snorkeling,F,63,Right foot bitten,N,5
1383,USA,5/7/2007,2007,Unprovoked,Florida,Naples,Swimming,M,68,Circular bite on left thigh,N,5
1386,AUSTRALIA,4/26/2007,2007,Unprovoked,Queensland,"Mornington Island, Gulf of Carpentaria",Swimming / jumping off a jetty,F,13,Lower leg & foot injured,N,4
1387,USA,4/22/2007,2007,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Body boarding,M,12,Left foot bitten,N,4
1388,USA,4/20/2007,2007,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Lacerations to left index finger & thumb ,N,4
1390,NEW CALEDONIA,4/9/2007,2007,Unprovoked,South Province,Dumbéa,Surfing,M,26,Left foot bitten,N,4
1391,USA,4/1/2007,2007,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Playing on a sandbar,M,7,Lacerations & puncture wounds to right calf,N,4
1392,USA,3/31/2007,2007,Unprovoked,Florida,"Normandy Beach, Hutchinson Island,  St. Lucie County",Surfing,M,27,Lacerations to right ankle ,N,3
1393,USA,3/31/2007,2007,Unprovoked,Florida,"Waveland Beach, Hutchinson Island, St. Lucie County",other,M,9,Minor cuts to right buttock & thigh,N,3
1394,YEMEN,3/22/2007,2007,Unprovoked,Muhafazat Hadramawt,Ras-Alkalb,Murder,,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,3
1395,USA,3/21/2007,2007,Unprovoked,Florida,Jupiter Inlet,Surfing,M,11,Punctures & lacerations to right calf & calf,N,3
1396,AUSTRALIA,3/20/2007,2007,Unprovoked,New South Wales,South Golden Beach,Surfing,F,42,Lacerations to 3 fingers of left hand ,N,3
1398,AUSTRALIA,3/12/2007,2007,Unprovoked,Queensland,"Moore Park, north of Bundaberg",Swimming,F,59,"Bruises to arm and hand, laceration to lower leg & minor injuries to foot",N,3
1399,USA,3/11/2007,2007,Unprovoked,Florida,"Tiger Shores Beach, Martin County",Surfing,M,29,Lacerations to right forearm & hand,N,3
1402,AUSTRALIA,2/3/2007,2007,Unprovoked,New South Wales,Shelly Beach,Boogie Boarding,M,26,Lacerations to  lower left leg & ankle ,N,2
1403,NEW CALEDONIA,2/7/2022,2007,Unprovoked,Loyalty Islands,Ouvéa,Spearfishing,M,0,Survived,N,2
1404,NEW CALEDONIA,1/25/2007,2007,Unprovoked,North Province,Kaala-Gomen ,Spearfishing (free diving),M,30,Leg bitten,N,1
1406,AUSTRALIA,1/23/2007,2007,Unprovoked,New South Wales,Cape Howe,Diving,M,41,Head & torso bitten,N,1
1408,SOUTH AFRICA,1/14/2007,2007,Unprovoked,Eastern Cape Province,"Second Beach, Port St. John's",Swimming / Body Surfing,M,24,"Presumed FATAL, body not recovered",Y,1
1409,AUSTRALIA,1/9/2007,2007,Unprovoked,New South Wales,Sandbar Beach,Surfing,M,0,"No injury, shark damaged surfboard",N,1
1411,USA,1/1/2007,2007,Unprovoked,Hawaii,"Majors Bay, Kaua'i",Surfing,M,24,"No injury, shark removed piece of surfboard",N,1
1412,AUSTRALIA,12/18/2006,2006,Unprovoked,Victoria,"Winki Pop, Bells Beach",Surfing,M,25,Left leg bitten,N,2
1413,NEW ZEALAND,12/11/2006,2006,Unprovoked,North Island,"Raglan, Manu Bay",Surfing,M,10,Foot bitten,N,2
1414,USA,12/10/2006,2006,Unprovoked,California,"Dillon Beach, Marin County",Surfing,M,43,"Minor injuries, surfboard bitten",N,2
1416,AUSTRALIA,12/2/2006,2006,Unprovoked,Western Australia,Wharton Beach,Body boarding,M,15,"Right leg severed, left leg lacerated",N,2
1418,USA,11/11/2006,2006,Unprovoked,Hawaii,"Kihei, Maui",Swimming,M,29,Laceration to left thigh & left hand,N,1
1420,USA,10/31/2006,2006,Unprovoked,Oregon,"Siletz River mouth, Lincoln County",Surfing,M,22,"No injury, surfboard bitten",N,0
1421,USA,10/16/2006,2006,Unprovoked,Florida,Sebastian Inlet,Fishing,M,15,Lower right leg and foot bitten,N,0
1422,USA,10/10/2006,2006,Unprovoked,Florida,"Daytona Beach, Volusia County",Surfing,M,20,Left ankle bitten,N,0
1423,USA,10/7/2006,2006,Unprovoked,Texas,"Isla Blanca Park, South Padre Island",Surfing,M,0,Lacerations to lower left leg,N,0
1424,USA,10/5/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Playing soccer in the water,M,18,Lacerations to foot,N,0
1425,BAHAMAS,10/6/2022,2006,Unprovoked,New Providence Island,Nassau,Free diving / modeling,F,26,Puncture wounds to left foot,N,0
1426,GULF OF ADEN,10/6/2022,2006,Unprovoked,Between Somalia & Yemen,other,Murder,,0,"FATAL,  beaten & thrown overboard by smugglers, they  were killed by sharks",Y,0
1428,USA,9/29/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,19,Big toe bitten,N,9
1430,USA,9/16/2006,2006,Unprovoked,North Carolina,Onslow Beach,Surfing,M,16,Laceration to left thigh,N,9
1431,USA,9/14/2006,2006,Unprovoked,Florida,"Singer Island, Riviera Beach",Swimming,M,55,Minor injury to left hand,N,9
1432,USA,9/11/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,52,Left torso grazed,N,9
1434,BRAZIL,9/3/2006,2006,Unprovoked,other,other,other,M,20,FATAL,Y,9
1435,USA,9/3/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Standing,M,33,Puncture wounds and cuts to right thigh,N,9
1436,USA,9/2/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming,M,12 or 13,Arm bitten,N,9
1437,SOUTH AFRICA,9/2/2006,2006,Unprovoked,Western Cape Province,Noordhoek,Surfing,M,37,"No injury, shark rammed surfboard",N,9
1438,USA,8/29/2006,2006,Unprovoked,Oregon,"Florence, Lane County",Surfing,M,23,Laceration & puncture wounds to foot,N,8
1439,AUSTRALIA,8/29/2006,2006,Unprovoked,South Australia,"Pennington Bay, Kangaroo Island",Surfing,M,0,"No injury, shark towed  surfer & board",N,8
1440,REUNION,8/27/2006,2006,Unprovoked,Saint-Gilles-les-Bains,"Les Aigrettes, near Boucan-Canot",Body boarding,M,27,Laceration to right calf & heel,N,8
1444,REUNION,8/20/2006,2006,Unprovoked,Saint-Pierre,Pointe du Diable,Surfing,M,34,FATAL,Y,8
1445,SOUTH AFRICA,8/15/2006,2006,Unprovoked,Western Cape Province,Danger Reef,Surfing,M,0,"No injury, surfboard leash severed",N,8
1446,SOUTH AFRICA,8/13/2006,2006,Unprovoked,Western Cape Province,"Sunrise Beach, Muizenberg",Lifesaving drill,M,24,Foot severed,N,8
1447,USA,8/6/2022,2006,Unprovoked,North Carolina,"Masonboro Island, New Hanover County",Wading,F,59,Lacerations & punctures to left foot,N,8
1448,REUNION,Early Aug-2006,2006,Unprovoked,other,Le Port,Spearfishing,M,0,Thigh bitten,N,8
1450,USA,7/31/2006,2006,Unprovoked,Oregon,Oswald State Park,Surfing,M,41,Minor injury,N,7
1452,USA,7/29/2006,2006,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Surfing,M,15,Foot bitten,N,7
1453,SOUTH AFRICA,7/28/2006,2006,Unprovoked,Western Cape Province,Fish Hoek,Surf-skiing,M,19,"No injury, surf ski bitten",N,7
1454,USA,7/25/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,14,Minor lacerations to right foot,N,7
1455,USA,7/23/2006,2006,Unprovoked,Texas,"Sargent Beach, Matagorda County",Surf fishing,M,0,Right foot bitten,N,7
1457,USA,7/17/2006,2006,Unprovoked,South Carolina,"Singleton Beach, Hilton Head Island, Beaufort County",Standing,M,49,Left ankle & foot bitten,N,7
1459,USA,7/12/2006,2006,Unprovoked,South Carolina,"Kiawah Island, Charleston County",Swimming,F,21,Ankle & foot bitten,N,7
1460,BRAZIL,7/10/2006,2006,Unprovoked,Pernambuco,Body recovered at Goiana,other,M,0,FATAL,Y,7
1461,USA,7/9/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Wading,M,40,Dorsum of left foot bitten,N,7
1462,USA,09-Jul-2006.,2006,Unprovoked,Florida,"Ponte Vedra Beach, St Johns County",Walking,M,11,Lower leg & ankle bitten,N,7
1463,USA,7/8/2006,2006,Unprovoked,South Carolina,"Debordieu Beach, Georgetown County",Body boarding,F,14,Foot bitten,N,7
1464,USA,7/8/2006,2006,Unprovoked,Florida,"Playalinda Beach, Canaveral National Seashore, Brevard County",Swimming,M,13,Right calf bitten,N,7
1465,USA,7/6/2022,2006,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,F,28,Lacerations & puncture wound  to arm,N,6
1466,USA,7/6/2022,2006,Unprovoked,Florida,"Florida Keys, Monroe County",Spearfishing,M,35,Minor injuries,N,6
1467,USA,6/27/2006,2006,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Body boarding,F,9,Right calf bitten,N,6
1469,BAHAMAS,6/24/2006,2006,Unprovoked,Andros Islands,Mangrove Cay,Spearfishing,M,25,Right arm severely bitten,N,6
1470,USA,6/20/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,22,2-inch puncture wounds on right foot,N,6
1471,BRAZIL,6/18/2006,2006,Unprovoked,Pernambuco,"Punta Del Chifre Beach, Olinda",Body boarding,M,27,Left thigh bitten FATAL,Y,6
1472,USA,6/17/2006,2006,Unprovoked,California,"Monterey, Monterey County",Scuba diving,M,43,"No injury, shark bit scuba tank boot",N,6
1473,USA,6/15/2006,2006,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,24,Four 1-inch puncture wounds on left foot ,N,6
1474,USA,6/7/2006,2006,Unprovoked,South Carolina,"Coligny Beach, Hilton Head, Beaufort County",Playing,F,7,Lacerations & puncture wounds to left foot & buttocks,N,6
1475,AUSTRALIA,6/5/2006,2006,Unprovoked,South Australia,Waitpinga,Surfing,M,40,"No injury, knocked off surfboard",N,6
1476,USA,5/31/2006,2006,Unprovoked,Hawaii,O'ahu,Spearfishing,M,26,"4"" laceration to left forearm",N,5
1478,USA,5/27/2006,2006,Unprovoked,Hawaii,"North Shore, O'ahu",Surfing,M,31,"No injury, shark bumped surfboard",N,5
1480,BRAZIL,5/21/2006,2006,Unprovoked,Pernambuco,"Boa Viagem Beach, Recife",Surfing,M,33,"Injuries to left thigh, calf & foot",N,5
1481,USA,5/19/2006,2006,Unprovoked,Guam,Gun Beach,Scuba diving,F,30s,Laceration to leg,N,5
1482,USA,5/5/2006,2006,Unprovoked,Florida,"Cocoa Beach, Brevard  County",other,M,0,Small lacerations to arm,N,5
1483,USA,5/4/2006,2006,Unprovoked,Florida,"Hutchinson Island, St. Lucie County",Swimming,F,20s,2 lacerations on lower right leg,N,5
1486,USA,4/21/2006,2006,Unprovoked,Florida,"Sebastian Inlet, Brevard County",Surfing,M,54,Feet bitten,N,4
1487,USA,4/19/2006,2006,Unprovoked,Florida,"Daytona Beach, Volusia County",Standing,F,13,3 tiny punctures & small lacerations on right ankle,N,4
1489,AUSTRALIA,4/11/2006,2006,Unprovoked,New South Wales,Newcastle Beach,Surfing,M,15,Minor laceration to left foot,N,4
1490,SOUTH AFRICA,4/9/2006,2006,Unprovoked,Eastern Cape Province,St. Francis Bay,Body boarding,M,15,Leg bitten,N,4
1491,BRAZIL,4/9/2006,2006,Unprovoked,Pernambuco,Piedade,Swimming,M,35,Left leg bitten,N,4
1492,USA,4/3/2006,2006,Unprovoked,Florida,"Marco Island, Collier County",Wading,M,11,Minor injury to right hand & thigh,N,4
1493,Sierra Leone,Reported  28-Mar-2006,2006,Unprovoked,Western Area,"Lumely Beach, Freetown",Fishing,M,0,Reportedly FATAL but few details,Y,3
1494,USA,3/23/2006,2006,Unprovoked,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Surfing,F,28,5 puncture wounds in left calf,N,3
1496,FIJI,3/18/2006,2006,Unprovoked,Vitu Levu,Sigatoka,Surfing,M,21,Lacerations to right hand,N,3
1497,AUSTRALIA,3/15/2006,2006,Unprovoked,New South Wales,"Bondi, Sydney",Surfing,M,15,"No injury, shark nudged surfboard",N,3
1498,USA,2/27/2006,2006,Unprovoked,Hawaii,"Makena, Maui",Standing,F,15,Deep laceration to right calf,N,2
1500,AUSTRALIA,2/13/2006,2006,Unprovoked,Queensland,"Golden Beach, Caloundra",Wading,M,18,Lacerations to foot,N,2
1501,AUSTRALIA,2/12/2006,2006,Unprovoked,Queensland,"Point Vernon, Hervey Bay",Swimming,M,0,Puncture wound on arm,N,2
1503,SOUTH AFRICA,2/8/2006,2006,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,15,2 bite marks on right calf,N,2
1504,TONGA,2/1/2006,2006,Unprovoked,Vava'u,Tu’anuku,Swimming,F,24,Severe bite to right leg FATAL,Y,2
1507,SOUTH AFRICA,1/25/2006,2006,Unprovoked,Eastern Cape Province,Coffee Bay,Spearfishing,M,34,Right arm  bitten,N,1
1509,USA,1/18/2006,2006,Unprovoked,California,"Santa Cruz, Santa Cruz County",Night Surfing,M,0,"No injury, but 2 small nicks on wetsuit",N,1
1510,AUSTRALIA,1/15/2006,2006,Unprovoked,Western Australia,"Off City Beach, Perth",Scuba diving,M,52,Lacerations to left elbow,N,1
1512,AUSTRALIA,1/7/2006,2006,Unprovoked,Queensland,"Amity Point, North Stradbroke Island",Swimming,F,21,FATAL,Y,1
1513,USA,1/4/2006,2006,Unprovoked,Florida,"Round Island Park, Indian River County",Surfing,M,21,3 puncture wounds in right wrist & hand,N,1
1514,SOUTH AFRICA,1/1/2006,2006,Unprovoked,Western Cape Province,Soetwater,Diving for crayfish,M,49,Lacerations to little finger,N,1
1515,USA,12/24/2005,2005,Unprovoked,Oregon,"Tillamook Head, Clatsop County",Surfing,M,30,Lacerations to ankle & calf,N,2
1516,USA,12/21/2005,2005,Unprovoked,Hawaii,"Keawakapu Beach, Maui",Swimming,M,29,Left hand bitten,N,2
1518,AUSTRALIA,12/11/2005,2005,Unprovoked,Queensland,St. Crispin Reef,Spearfishing,M,44,Right forearm & elbow bitten,N,2
1520,USA,Reported 29-Nov-2005,2005,Unprovoked,Florida,"Cape San Blas, Gulf County",Surfing,M,teen,Left foot bitten,N,1
1521,USA,11/27/2005,2005,Unprovoked,Florida,"Ponce Inlet, New Smyrna Beach, Volusia County",Surfing,M,23,Right thumb & palm lacerated,N,1
1523,AUSTRALIA,11/25/2005,2005,Unprovoked,Victoria,Flinders,Surfing,M,18,"2 lacerations on leg, each 4"" to 5"" long",N,1
1524,SOUTH AFRICA,11/25/2005,2005,Unprovoked,Eastern Cape Province,"Nahoon, East London",Surfing,M,26,"Cut on finger, board bitten",N,1
1525,NEW CALEDONIA,24-Nov-2005-,2005,Unprovoked,Loyalty Islands,Maré,Spearfishing,,0,Arm bitten,N,1
1526,USA,11/21/2005,2005,Unprovoked,Florida,"Jensen Beach, Martin County ",Surfing,M,30s,Left foot bitten,N,1
1527,USA,11/20/2005,2005,Unprovoked,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,17,Lacerations to right thigh,N,1
1530,USA,11/12/2005,2005,Unprovoked,Florida,"New Smyrna  Beach, Volusia County",Surfing,M,18,Puncture wounds to right foot,N,1
1531,USA,11/2/2005,2005,Unprovoked,California,"Mavericks, Half Moon Bay, San Mateo County",Surfing,M,25,"No injury, board bitten",N,1
1532,USA,11/2/2005,2005,Unprovoked,California,"Ocean Beach, San Francisco, San Francisco County",Surfing,M,26,"No injury, board bumped",N,1
1533,USA,10/29/2005,2005,Unprovoked,Florida,"Ponce de Leon Inlet, Volusia County ",Wading,M,15,Puncture wounds to foot,N,0
1534,ST. MAARTIN,10/25/2005,2005,Unprovoked,Simpson Bay,Sunterra Beach,Standing,M,55,Lower right leg lacerated,N,0
1535,SOUTH AFRICA,10/22/2005,2005,Unprovoked,Western Cape Province,Uilenkraalsmond (near Gansbaai),Standing / Surfing,M,20,Right foot bitten,N,0
1536,USA,10/21/2005,2005,Unprovoked,California,"Klamath River mouth, Del Norte County",Surfing,M,36,No injury,N,0
1537,USA,10/19/2005,2005,Unprovoked,California,"Salmon Beach, Sonoma County",Surfing,F,20,Leg bitten,N,0
1539,USA,10/13/2005,2005,Unprovoked,Hawaii,"Honokowai, Maui",Surfing,M,22,"No injury, surfboard bitten",N,0
1540,GRAND CAYMAN,10/11/2005,2005,Unprovoked,East Wall,Jack McKenney's Canyon,Scuba diving,F,57,No injury ,N,0
1541,USA,10/6/2005,2005,Unprovoked,Florida,"Ponce Inlet, Volusia County",Treading water/ Surfing,M,48,Five 1-inch lacerations to left foot,N,0
1542,BAHAMAS,10/3/2005,2005,Unprovoked,Abaco Islands,Grand Cay,Diving,M,35,Lacerations to right side of face,N,0
1543,SOUTH AFRICA,10/1/2005,2005,Unprovoked,Western Cape Province,"Sunny Cove, Fish Hoek",Surf-skiing,M,52,"No injury, shark bit ski",N,0
1544,AUSTRALIA,Reported      27-Sep-2005,2005,Unprovoked,New South Wales,Arakoon's Little Bay,Surfing,M,28,"No injury, knocked off board",N,9
1545,AUSTRALIA,9/24/2005,2005,Unprovoked,South Australia,Kangaroo Island,Surfing,M,26,Lacerations to legs,N,9
1546,AUSTRALIA,9/23/2005,2005,Unprovoked,Western Australia,"Scarborough Beach, Perth",Surfing,M,44, No injury,N,9
1548,USA,9/20/2005,2005,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Body surfing,F,68,"Injuries to fingers, calf  & heel",N,9
1549,USA,9/11/2005,2005,Unprovoked,South Carolina,Folly Beach,Surfing,M,18,FATAL,Y,9
1550,AUSTRALIA,9/7/2005,2005,Unprovoked,New South Wales,"Park Beach, Coff's Harbour",Standing,M,15,Left foot & ankle lacerated,N,9
1551,USA,9/5/2005,2005,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Wading,F,18,Calf severely lacerated,N,9
1552,AUSTRALIA,9/4/2005,2005,Unprovoked,South Australia,"Fishery Bay, Eyre Peninsula",Surfing,M,40,Lacerations to right arm & thigh,N,9
1553,USA,9/2/2005,2005,Unprovoked,Florida,"Ponce Inlet, Volusia County",Standing / Surfing,M,62,Right foot bitten,N,9
1555,AUSTRALIA,8/24/2005,2005,Unprovoked,South Australia,Glenelg ,Scuba diving,M,23,FATAL,Y,8
1556,USA,8/24/2005,2005,Unprovoked,California,"Scripps, LaJolla, San Diego County",Surfing,M,37,Lower right leg lacerated,N,8
1558,USA,8/21/2005,2005,Unprovoked,South Carolina,"34th Avenue North, Myrtle Beach, Horry County",Swimming,M,8,Bitten underneath left arm,N,8
1559,USA,8/19/2005,2005,Unprovoked,Texas,Crystal Beach (east of Galveston),Walking,M,12,Left foot bitten,N,8
1561,USA,8/12/2005,2005,Unprovoked,North Carolina,"Carolina Beach off Texas Avenue, New Hanover County",Surfing,M,16,Laceration on right wrist & crescent of puncture wounds on  forearm ,N,8
1562,USA,8/6/2005,2005,Unprovoked,South Carolina,"Isle of Palms, Charleston County",Swimming,M,14,Puncture wounds on left foot ,N,8
1564,USA,7/27/2005,2005,Unprovoked,Florida,"Off Zelda Boulevard, Daytona Beach, Volusia Countyy",Wading,F,13,Laceration on the back of left hand & toothmarks on wrist,N,7
1565,USA,7/23/2005,2005,Unprovoked,Florida,"Ormond Beach, Volusia County",Surfing,M,61,"Right foot: Toes and back of foot, minor injury",N,7
1570,USA,7/15/2005,2005,Unprovoked,North Carolina,"Holden Beach, Brunswick County",Swimming,M,22,Lacerations of left forearm,N,7
